Date,Period,AMZN,NFLX,,,,,,,,,,,Exponential Smoothening,Alpha 1,Ft1A,Ft1N,MAPE A 1,Avg MAPE A 1,MAPE N 1, Avg MAPE N 1,Alpha 2,Ft2A,Ft2N,MAPE A 2,Avg MAPE A 2,MAPE N 2, Avg MAPE N 2,Alpha 3,Ft3A,Ft3N,MAPE A 3,Avg MAPE A 3,MAPE N 3, Avg MAPE N 3,Alpha 4,Ft4A,Ft4N,MAPE A 4,Avg MAPE A 4,MAPE N 4, Avg MAPE N 4,,Adjusted Exponential Smoothening,,Beta 1,T1A,AftA,MAPE A,Avg MAPE A,T1N,AftN,MAPE N,Avg MAPE N,Beta 2,T2A,AftA,MAPE A,Avg MAPE A,T2N,AftN,MAPE N,Avg MAPE N,Beta 3,T3A,AftA,MAPE A,Avg MAPE A,T3N,AftN,MAPE N,Avg MAPE N,Beta 4,T4A,AftA,MAPE A,Avg MAPE A,T4N,AftN,MAPE N,Avg MAPE N
10/21/2020,204,159.246994,489.0499878,,,,,,,,,,,,,163.225,532.180,0.025,,0.088,,,162.270,530.287,0.019,,0.084,,,161.446,528.316,0.014,,0.080,,,160.992,526.930,0.011,,0.077,,,,,,-1.067,160.379,0.007,,-2.319,525.997,0.076,,,-1.483,159.963,0.004,,-3.549,524.767,0.073,,,-1.530,159.916,0.004,,-4.019,524.297,0.072,,,-1.361,160.085,0.005,,-4.156,524.160,0.072,
10/22/2020,205,158.8200073,485.230011,,,,,,,,,,,,,162.031,519.241,0.020,,0.070,,,160.910,511.731,0.013,,0.055,,,160.127,504.756,0.008,,0.040,,,159.683,498.520,0.005,,0.027,,,,,,-1.143,158.984,0.001,,-8.691,496.065,0.022,,,-1.409,158.717,0.001,,-12.554,492.202,0.014,,,-1.404,158.723,0.001,,-15.743,489.013,0.008,,,-1.330,158.797,0.000,,-18.709,486.048,0.002,
10/23/2020,206,160.2200012,488.2799988,,,,,,,,,,,,,161.068,509.038,0.005,,0.043,,,159.969,499.805,0.002,,0.024,,,159.343,493.041,0.005,,0.010,,,159.036,488.553,0.007,,0.001,,,,,,-1.035,158.307,0.012,,-9.598,483.442,0.010,,,-1.128,158.215,0.013,,-12.177,480.864,0.015,,,-1.032,158.311,0.012,,-13.327,479.714,0.018,,,-0.920,158.422,0.011,,-13.464,479.577,0.018,
10/26/2020,207,160.352005,488.2399902,,,,,,,,,,,,,160.814,502.810,0.003,,0.030,,,160.082,494.619,0.002,,0.013,,,159.869,490.184,0.003,,0.004,,,159.924,488.348,0.003,,0.000,,,,,,-0.567,159.302,0.007,,-7.576,482.609,0.012,,,-0.383,159.486,0.005,,-7.983,482.202,0.012,,,-0.097,159.772,0.004,,-7.044,483.140,0.010,,,0.165,160.034,0.002,,-5.508,484.676,0.007,
10/27/2020,208,164.3164978,488.9299927,,,,,,,,,,,,,160.675,498.439,0.022,,0.019,,,160.204,491.748,0.025,,0.006,,,160.159,489.018,0.025,,0.000,,,160.245,488.267,0.025,,0.001,,,,,,-0.310,159.849,0.027,,-5.653,483.365,0.011,,,-0.081,160.078,0.026,,-4.915,484.102,0.010,,,0.135,160.294,0.024,,-3.518,485.500,0.007,,,0.258,160.417,0.024,,-2.252,486.766,0.004,
10/28/2020,209,158.1390076,486.2399902,,,,,,,,,,,,,161.768,495.586,0.023,,0.019,,,162.054,490.480,0.025,,0.009,,,162.653,488.965,0.029,,0.006,,,163.299,488.764,0.033,,0.005,,,,,,0.532,163.185,0.032,,-3.973,484.992,0.003,,,1.078,163.732,0.035,,-2.727,486.238,0.000,,,1.551,164.204,0.038,,-1.439,487.526,0.003,,,1.936,164.589,0.041,,-0.602,488.363,0.004,
10/29/2020,210,160.5505066,504.2099915,,,,,,,,,,,,,160.679,492.783,0.001,,0.023,,,160.292,488.572,0.002,,0.031,,,159.945,487.330,0.004,,0.033,,,159.429,486.871,0.007,,0.034,,,,,,-0.441,159.504,0.007,,-3.272,484.059,0.040,,,-0.626,159.319,0.008,,-2.236,485.094,0.038,,,-1.005,158.940,0.010,,-1.556,485.774,0.037,,,-1.548,158.397,0.013,,-1.377,485.953,0.036,
10/30/2020,211,151.8074951,475.7399902,,,,,,,,,,,,,160.640,496.211,0.058,,0.043,,,160.409,495.609,0.057,,0.042,,,160.308,497.458,0.056,,0.046,,,160.270,499.875,0.056,,0.051,,,,,,-0.199,160.109,0.055,,0.748,498.206,0.047,,,-0.181,160.128,0.055,,3.328,500.786,0.053,,,-0.184,160.124,0.055,,5.454,502.912,0.057,,,-0.114,160.194,0.055,,7.252,504.710,0.061,
11/2/2020,212,150.223999,484.1199951,,,,,,,,,,,,,157.991,490.070,0.052,,0.012,,,156.538,486.668,0.042,,0.005,,,155.208,484.427,0.033,,0.001,,,153.923,481.774,0.025,,0.005,,,,,,-1.670,153.538,0.022,,-3.385,481.042,0.006,,,-2.395,152.813,0.017,,-4.033,480.394,0.008,,,-3.134,152.074,0.012,,-5.637,478.790,0.011,,,-3.854,151.354,0.008,,-7.960,476.467,0.016,
11/3/2020,213,152.4205017,487.2200012,,,,,,,,,,,,,155.661,488.285,0.021,,0.002,,,153.697,485.521,0.008,,0.003,,,152.218,484.243,0.001,,0.006,,,151.149,483.533,0.008,,0.008,,,,,,-2.066,150.152,0.015,,-2.425,481.818,0.011,,,-2.663,149.555,0.019,,-2.301,481.942,0.011,,,-3.048,149.170,0.021,,-2.365,481.878,0.011,,,-3.206,149.011,0.022,,-2.128,482.115,0.010,
11/4/2020,214,162.0579987,496.9500122,,,,,,,,,,,,,154.689,487.965,0.045,,0.018,,,153.122,486.286,0.055,,0.021,,,152.339,486.029,0.060,,0.022,,,152.103,486.298,0.061,,0.021,,,,,,-1.410,150.930,0.069,,-1.162,484.867,0.024,,,-1.410,150.930,0.069,,-0.462,485.567,0.023,,,-1.146,151.193,0.067,,0.126,486.155,0.022,,,-0.710,151.629,0.064,,0.808,486.837,0.020,
11/5/2020,215,166.1000061,513.7600098,,,,,,,,,,,,,156.899,490.661,0.055,,0.045,,,157.143,491.085,0.054,,0.044,,,158.171,492.582,0.048,,0.041,,,159.569,494.287,0.039,,0.038,,,,,,0.763,158.933,0.043,,1.153,493.734,0.039,,,1.849,160.019,0.037,,2.695,495.276,0.036,,,3.040,161.211,0.029,,3.982,496.563,0.033,,,4.196,162.366,0.022,,5.116,497.698,0.031,
11/6/2020,216,165.5684967,514.7299805,,,,,,,,,,,,,159.660,497.590,0.036,,0.033,,,161.174,501.289,0.027,,0.026,,,162.928,505.289,0.016,,0.018,,,164.467,508.892,0.007,,0.011,,,,,,1.961,164.889,0.004,,4.619,509.908,0.009,,,3.158,166.086,0.003,,7.200,512.489,0.004,,,4.071,166.999,0.009,,9.217,514.506,0.000,,,4.617,167.545,0.012,,10.809,516.098,0.003,
11/9/2020,217,157.1869965,470.5,,,,,,,,,,,,,161.432,502.732,0.027,,0.069,,,163.151,507.337,0.038,,0.078,,,164.512,510.953,0.047,,0.086,,,165.293,513.270,0.052,,0.091,,,,,,1.848,166.360,0.058,,4.933,515.886,0.096,,,2.450,166.962,0.062,,6.509,517.463,0.100,,,2.579,167.091,0.063,,7.086,518.039,0.101,,,2.342,166.855,0.062,,6.951,517.904,0.101,
11/10/2020,218,151.7510071,480.2399902,,,,,,,,,,,,,160.159,493.063,0.055,,0.027,,,160.467,490.760,0.057,,0.022,,,160.117,486.681,0.055,,0.013,,,159.214,481.193,0.049,,0.002,,,,,,-0.025,160.092,0.055,,-3.829,482.853,0.005,,,-0.631,159.487,0.051,,-7.342,479.339,0.002,,,-1.606,158.512,0.045,,-11.729,474.952,0.011,,,-2.711,157.406,0.037,,-16.466,470.215,0.021,
11/11/2020,219,156.8695068,490.7600098,,,,,,,,,,,,,157.636,489.216,0.005,,0.003,,,156.545,486.026,0.002,,0.010,,,155.097,482.817,0.011,,0.016,,,153.617,480.478,0.021,,0.021,,,,,,-1.523,153.574,0.021,,-3.840,478.977,0.024,,,-2.606,152.492,0.028,,-5.777,477.039,0.028,,,-3.654,151.443,0.035,,-7.010,475.806,0.030,,,-4.442,150.655,0.040,,-7.015,475.801,0.030,
11/12/2020,220,155.5140076,486.769989,,,,,,,,,,,,,157.406,489.679,0.012,,0.006,,,156.691,488.156,0.008,,0.003,,,156.161,487.583,0.004,,0.002,,,156.056,488.190,0.003,,0.003,,,,,,-0.747,155.413,0.001,,-1.258,486.325,0.001,,,-0.955,155.206,0.002,,-1.033,486.550,0.000,,,-0.824,155.337,0.001,,0.055,487.638,0.002,,,-0.313,155.847,0.002,,1.821,489.403,0.005,
11/13/2020,221,156.440506,482.8399963,,,,,,,,,,,,,156.839,488.806,0.003,,0.012,,,156.161,487.533,0.002,,0.010,,,155.773,487.095,0.004,,0.009,,,155.650,487.125,0.005,,0.009,,,,,,-0.640,155.133,0.008,,-1.027,486.068,0.007,,,-0.700,155.073,0.009,,-0.787,486.308,0.007,,,-0.562,155.210,0.008,,-0.270,486.825,0.008,,,-0.369,155.403,0.007,,0.090,487.185,0.009,
11/16/2020,222,156.5529938,479.1000061,,,,,,,,,,,,,156.719,487.016,0.001,,0.017,,,156.287,485.421,0.002,,0.013,,,156.173,484.542,0.002,,0.011,,,156.243,483.911,0.002,,0.010,,,,,,-0.327,155.846,0.005,,-1.485,483.057,0.008,,,-0.205,155.969,0.004,,-1.582,482.960,0.008,,,0.016,156.189,0.002,,-1.640,482.902,0.008,,,0.208,156.382,0.001,,-1.892,482.650,0.007,
11/17/2020,223,156.7830048,480.6300049,,,,,,,,,,,,,156.669,484.642,0.001,,0.008,,,156.407,482.576,0.002,,0.004,,,156.401,481.277,0.002,,0.001,,,156.475,480.303,0.002,,0.001,,,,,,-0.161,156.240,0.003,,-2.019,479.258,0.003,,,-0.010,156.391,0.002,,-2.339,478.937,0.004,,,0.143,156.544,0.002,,-2.615,478.662,0.004,,,0.223,156.624,0.001,,-2.922,478.355,0.005,
11/18/2020,224,155.272995,481.7900085,,,,,,,,,,,,,156.703,483.438,0.009,,0.003,,,156.576,481.701,0.008,,0.000,,,156.630,480.889,0.009,,0.002,,,156.706,480.548,0.009,,0.003,,,,,,-0.044,156.586,0.008,,-1.530,479.359,0.005,,,0.098,156.728,0.009,,-1.461,479.427,0.005,,,0.195,156.825,0.010,,-1.279,479.610,0.005,,,0.228,156.858,0.010,,-1.022,479.867,0.004,
11/19/2020,225,155.8509979,484.6700134,,,,,,,,,,,,,156.274,482.944,0.003,,0.004,,,155.990,481.741,0.001,,0.006,,,155.816,481.429,0.000,,0.007,,,155.631,481.480,0.001,,0.007,,,,,,-0.275,155.541,0.002,,-0.908,480.521,0.009,,,-0.313,155.503,0.002,,-0.560,480.869,0.008,,,-0.411,155.405,0.003,,-0.187,481.242,0.007,,,-0.554,155.262,0.004,,0.150,481.580,0.006,
11/20/2020,226,154.9700012,488.2399902,,,,,,,,,,,,,156.147,483.462,0.008,,0.010,,,155.927,483.059,0.006,,0.011,,,155.837,483.374,0.006,,0.010,,,155.796,483.872,0.005,,0.009,,,,,,-0.186,155.651,0.004,,-0.053,483.321,0.010,,,-0.163,155.674,0.005,,0.567,483.941,0.009,,,-0.152,155.685,0.005,,1.092,484.466,0.008,,,-0.123,155.714,0.005,,1.496,484.870,0.007,
11/23/2020,227,154.9194946,476.6199951,,,,,,,,,,,,,155.794,484.895,0.006,,0.017,,,155.496,485.390,0.004,,0.018,,,155.317,486.294,0.003,,0.020,,,155.177,487.148,0.002,,0.022,,,,,,-0.286,155.030,0.001,,0.839,487.133,0.022,,,-0.323,154.993,0.000,,1.626,487.919,0.024,,,-0.373,154.944,0.000,,2.189,488.482,0.025,,,-0.421,154.896,0.000,,2.564,488.857,0.026,
11/24/2020,228,155.9029999,482.8800049,,,,,,,,,,,,,155.532,482.413,0.002,,0.001,,,155.237,481.444,0.004,,0.003,,,155.078,480.489,0.005,,0.005,,,154.984,479.252,0.006,,0.008,,,,,,-0.272,154.806,0.007,,-1.154,479.336,0.007,,,-0.285,154.793,0.007,,-1.718,478.772,0.009,,,-0.292,154.786,0.007,,-2.607,477.882,0.010,,,-0.284,154.794,0.007,,-3.712,476.777,0.013,
11/25/2020,229,159.2534943,485,,,,,,,,,,,,,155.643,482.553,0.023,,0.005,,,155.537,482.090,0.023,,0.006,,,155.573,481.924,0.023,,0.006,,,155.673,481.973,0.022,,0.006,,,,,,-0.042,155.531,0.023,,-0.377,481.546,0.007,,,0.066,155.639,0.023,,-0.299,481.624,0.007,,,0.180,155.753,0.022,,-0.182,481.742,0.007,,,0.300,155.873,0.021,,0.148,482.071,0.006,
11/27/2020,230,159.7669983,491.3599854,,,,,,,,,,,,,156.726,483.287,0.019,,0.016,,,157.209,483.400,0.016,,0.016,,,157.781,483.770,0.012,,0.015,,,158.358,484.243,0.009,,0.014,,,,,,0.633,158.414,0.008,,0.290,484.059,0.015,,,1.030,158.811,0.006,,0.666,484.435,0.014,,,1.397,159.178,0.004,,1.035,484.804,0.013,,,1.731,159.513,0.002,,1.421,485.191,0.013,
11/30/2020,231,158.4019928,490.7000122,,,,,,,,,,,,,157.638,485.709,0.005,,0.010,,,158.360,486.982,0.000,,0.008,,,158.973,488.324,0.004,,0.005,,,159.415,489.581,0.006,,0.002,,,,,,0.801,159.773,0.009,,1.569,489.893,0.002,,,1.103,160.075,0.011,,2.416,490.739,0.000,,,1.274,160.246,0.012,,3.146,491.470,0.002,,,1.326,160.299,0.012,,3.771,492.095,0.003,
12/1/2020,232,161.0039978,504.5799866,,,,,,,,,,,,,157.868,487.206,0.019,,0.034,,,158.379,488.655,0.016,,0.032,,,158.630,489.750,0.015,,0.029,,,158.655,490.420,0.015,,0.028,,,,,,0.458,159.088,0.012,,1.526,491.276,0.026,,,0.452,159.083,0.012,,1.970,491.720,0.025,,,0.304,158.934,0.013,,2.114,491.864,0.025,,,0.075,158.705,0.014,,2.012,491.762,0.025,
12/2/2020,233,160.1764984,503.3800049,,,,,,,,,,,,,158.808,492.418,0.009,,0.022,,,159.560,495.821,0.004,,0.015,,,160.055,498.648,0.001,,0.009,,,160.417,501.040,0.002,,0.005,,,,,,0.748,160.802,0.004,,3.738,502.385,0.002,,,0.890,160.944,0.005,,5.088,503.736,0.001,,,0.976,161.031,0.005,,6.185,504.832,0.003,,,1.087,161.141,0.006,,7.177,505.825,0.005,
12/3/2020,234,159.3365021,497.519989,,,,,,,,,,,,,159.219,495.707,0.001,,0.004,,,159.838,499.223,0.003,,0.003,,,160.128,501.487,0.005,,0.008,,,160.237,502.795,0.006,,0.011,,,,,,0.545,160.673,0.008,,3.468,504.955,0.015,,,0.522,160.650,0.008,,4.076,505.563,0.016,,,0.434,160.562,0.008,,4.177,505.665,0.016,,,0.327,160.454,0.007,,3.924,505.411,0.016,
12/4/2020,235,158.1289978,498.3099976,,,,,,,,,,,,,159.254,496.251,0.007,,0.004,,,159.612,498.456,0.009,,0.000,,,159.653,499.107,0.010,,0.002,,,159.562,498.839,0.009,,0.001,,,,,,0.239,159.892,0.011,,1.714,500.820,0.005,,,0.074,159.727,0.010,,1.171,500.278,0.004,,,-0.111,159.542,0.009,,0.243,499.350,0.002,,,-0.274,159.379,0.008,,-0.804,498.303,0.000,
12/7/2020,236,157.8999939,515.7800293,,,,,,,,,,,,,158.917,496.869,0.006,,0.037,,,158.945,498.391,0.007,,0.034,,,158.739,498.629,0.005,,0.033,,,158.487,498.442,0.004,,0.034,,,,,,-0.107,158.632,0.005,,1.056,499.685,0.031,,,-0.371,158.368,0.003,,0.429,499.057,0.032,,,-0.593,158.146,0.002,,-0.190,498.439,0.034,,,-0.754,157.984,0.001,,-0.560,498.069,0.034,
12/8/2020,237,158.864502,512.6599731,,,,,,,,,,,,,158.612,502.542,0.002,,0.020,,,158.475,506.216,0.002,,0.013,,,158.235,508.920,0.004,,0.007,,,158.047,511.446,0.005,,0.002,,,,,,-0.226,158.010,0.005,,3.827,512.746,0.000,,,-0.430,157.805,0.007,,4.867,513.786,0.002,,,-0.539,157.696,0.007,,6.099,515.018,0.005,,,-0.566,157.669,0.008,,7.578,516.498,0.007,
12/9/2020,238,155.2100067,493.6000061,,,,,,,,,,,,,158.687,505.577,0.022,,0.024,,,158.650,509.116,0.022,,0.031,,,158.613,511.164,0.022,,0.036,,,158.660,512.356,0.022,,0.038,,,,,,-0.045,158.568,0.022,,3.352,514.516,0.042,,,-0.067,158.546,0.021,,3.687,514.850,0.043,,,0.011,158.624,0.022,,3.786,514.950,0.043,,,0.142,158.754,0.023,,3.578,514.742,0.043,
12/10/2020,239,155.0744934,501.0899963,,,,,,,,,,,,,157.644,501.984,0.017,,0.002,,,157.102,502.134,0.013,,0.002,,,156.571,500.626,0.010,,0.001,,,156.073,498.289,0.006,,0.006,,,,,,-0.644,155.927,0.005,,-0.815,499.810,0.003,,,-0.956,155.616,0.003,,-2.715,497.911,0.006,,,-1.221,155.350,0.002,,-4.809,495.817,0.011,,,-1.496,155.075,0.000,,-7.009,493.616,0.015,
12/11/2020,240,155.8209991,503.2200012,,,,,,,,,,,,,156.873,501.716,0.007,,0.003,,,156.190,501.664,0.002,,0.003,,,155.673,500.904,0.001,,0.005,,,155.324,500.390,0.003,,0.006,,,,,,-0.720,154.953,0.006,,-0.487,500.417,0.006,,,-0.930,154.743,0.007,,-1.368,499.537,0.007,,,-1.027,154.646,0.008,,-1.756,499.148,0.008,,,-1.047,154.626,0.008,,-1.543,499.361,0.008,
12/14/2020,241,157.8484955,522.4199829,,,,,,,,,,,,,156.558,502.167,0.008,,0.039,,,156.024,502.364,0.012,,0.038,,,155.762,502.294,0.013,,0.039,,,155.697,502.512,0.014,,0.038,,,,,,-0.477,155.284,0.016,,0.076,502.370,0.038,,,-0.471,155.290,0.016,,-0.127,502.167,0.039,,,-0.358,155.404,0.015,,0.131,502.425,0.038,,,-0.195,155.567,0.014,,0.656,502.950,0.037,
12/15/2020,242,158.2559967,519.7800293,,,,,,,,,,,,,156.945,508.243,0.008,,0.022,,,156.845,511.389,0.009,,0.016,,,157.014,514.369,0.008,,0.010,,,157.311,517.443,0.006,,0.004,,,,,,0.041,157.055,0.008,,3.676,518.045,0.003,,,0.304,157.318,0.006,,5.364,519.734,0.000,,,0.608,157.622,0.004,,7.298,521.667,0.004,,,0.890,157.904,0.002,,9.221,523.590,0.007,
12/16/2020,243,162.0480042,524.8300171,,,,,,,,,,,,,157.338,511.704,0.029,,0.025,,,157.480,515.165,0.028,,0.018,,,157.759,517.616,0.026,,0.014,,,158.020,519.196,0.025,,0.011,,,,,,0.253,158.012,0.025,,3.547,521.163,0.007,,,0.503,158.262,0.023,,4.411,522.027,0.005,,,0.690,158.450,0.022,,4.867,522.483,0.004,,,0.782,158.541,0.022,,4.740,522.356,0.005,
12/17/2020,244,161.8040009,532.9000244,,,,,,,,,,,,,158.751,515.642,0.019,,0.032,,,159.536,519.514,0.014,,0.025,,,160.332,521.944,0.009,,0.021,,,161.041,523.421,0.005,,0.018,,,,,,0.949,161.281,0.003,,3.781,525.726,0.013,,,1.434,161.767,0.000,,4.374,526.318,0.012,,,1.820,162.153,0.002,,4.544,526.488,0.012,,,2.125,162.458,0.004,,4.431,526.376,0.012,
12/18/2020,245,160.0825043,534.4500122,,,,,,,,,,,,,159.667,520.819,0.003,,0.026,,,160.556,525.538,0.003,,0.017,,,161.215,528.518,0.007,,0.011,,,161.613,530.530,0.010,,0.007,,,,,,0.929,162.144,0.013,,4.619,533.137,0.002,,,1.186,162.402,0.014,,5.364,533.881,0.001,,,1.258,162.473,0.015,,5.762,534.279,0.000,,,1.194,162.409,0.015,,6.038,534.556,0.000,
12/21/2020,246,160.3090057,528.9099731,,,,,,,,,,,,,159.792,524.909,0.003,,0.008,,,160.343,529.548,0.000,,0.001,,,160.536,532.077,0.001,,0.006,,,160.465,533.470,0.001,,0.009,,,,,,0.446,160.982,0.004,,4.301,536.378,0.014,,,0.347,160.882,0.004,,4.552,536.629,0.015,,,0.095,160.631,0.002,,4.440,536.517,0.014,,,-0.211,160.324,0.000,,4.179,536.256,0.014,
12/22/2020,247,160.326004,527.3300171,,,,,,,,,,,,,159.947,526.109,0.002,,0.002,,,160.328,529.261,0.000,,0.004,,,160.400,530.177,0.000,,0.005,,,160.348,530.050,0.000,,0.005,,,,,,0.272,160.671,0.002,,2.441,532.618,0.010,,,0.129,160.529,0.001,,1.648,531.825,0.009,,,-0.043,160.356,0.000,,0.636,530.813,0.007,,,-0.155,160.245,0.001,,-0.380,529.796,0.005,
12/23/2020,248,159.263504,514.4799805,,,,,,,,,,,,,160.061,526.475,0.005,,0.023,,,160.327,528.392,0.007,,0.027,,,160.355,528.469,0.007,,0.027,,,160.332,528.010,0.007,,0.026,,,,,,0.177,160.532,0.008,,1.196,529.665,0.030,,,0.051,160.407,0.007,,0.138,528.607,0.027,,,-0.044,160.312,0.007,,-0.770,527.698,0.026,,,-0.072,160.284,0.006,,-1.376,527.093,0.025,
12/24/2020,249,158.6345062,513.9699707,,,,,,,,,,,,,159.821,522.877,0.007,,0.017,,,159.848,522.132,0.008,,0.016,,,159.700,520.075,0.007,,0.012,,,159.531,517.862,0.006,,0.008,,,,,,-0.073,159.628,0.006,,-1.681,518.395,0.009,,,-0.267,159.434,0.005,,-3.701,516.374,0.005,,,-0.411,159.290,0.004,,-5.344,514.731,0.001,,,-0.509,159.191,0.004,,-6.639,513.436,0.001,
12/28/2020,250,164.197998,519.1199951,,,,,,,,,,,,,159.465,520.205,0.029,,0.002,,,159.302,518.459,0.030,,0.001,,,159.061,516.412,0.031,,0.005,,,158.859,514.943,0.033,,0.008,,,,,,-0.243,158.818,0.033,,-2.275,514.137,0.010,,,-0.434,158.626,0.034,,-3.684,512.728,0.012,,,-0.548,158.513,0.035,,-4.336,512.077,0.014,,,-0.607,158.454,0.035,,-4.407,512.005,0.014,
12/29/2020,251,166.1000061,530.8699951,,,,,,,,,,,,,160.885,519.879,0.031,,0.021,,,161.505,518.756,0.028,,0.023,,,162.143,518.037,0.024,,0.024,,,162.863,518.076,0.019,,0.024,,,,,,0.755,162.898,0.019,,-1.105,516.931,0.026,,,1.148,163.291,0.017,,-1.295,516.742,0.027,,,1.630,163.773,0.014,,-0.759,517.277,0.026,,,2.160,164.303,0.011,,0.117,518.154,0.024,
12/30/2020,252,164.2924957,524.5900269,,,,,,,,,,,,,162.450,523.176,0.011,,0.003,,,163.573,524.208,0.004,,0.001,,,164.517,525.737,0.001,,0.002,,,165.291,527.671,0.006,,0.006,,,,,,1.241,165.758,0.009,,1.536,527.273,0.005,,,1.700,166.217,0.012,,2.753,528.489,0.007,,,2.077,166.594,0.014,,4.316,530.053,0.010,,,2.321,166.838,0.015,,5.804,531.541,0.013,
12/31/2020,253,,,,,,,,,,,,,,,163.002,523.601,,,,,,163.897,524.380,,,,,,164.382,525.049,,,,,,164.542,525.360,,,,,,,,,0.828,165.210,,,0.869,525.918,,,,0.874,165.257,,,1.204,526.253,,,,0.750,165.132,,,1.314,526.362,,,,0.479,164.861,,,0.935,525.984,,
1/4/2021,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2021,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2021,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2021,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2021,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2021,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2021,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2021,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2021,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
